銘柄コード,銘柄名称,商品分類,市場区分,業種,売買単位,東証上場日,東証上場廃止日
19450,東京エネシス,株式,プライム,建設業,100,1961-11-02,
19460,トーエネック,株式,プライム,建設業,100,1971-10-21,
19480,弘電社,株式,スタンダード,建設業,100,1962-07-02,
19490,住友電設,株式,上場廃止,建設業,100,1972-11-01,2026-03-03
19500,日本電設工業,株式,プライム,建設業,100,1962-12-01,
19510,エクシオグループ,株式,プライム,建設業,100,1973-03-01,
19520,新日本空調,株式,プライム,建設業,100,1990-11-27,
19590,クラフティア,株式,プライム,建設業,100,1971-11-01,
19600,サンテック,株式,スタンダード,建設業,100,1973-05-01,
19610,三機工業,株式,プライム,建設業,100,1950-09-05,
19630,日揮ホールディングス,株式,プライム,建設業,100,1962-05-17,
19640,中外炉工業,株式,プライム,建設業,100,1970-03-20,
19650,テクノ菱和,株式,スタンダード,建設業,100,1996-12-26,
19660,高田工業所,株式,スタンダード,建設業,100,2013-07-16,
19670,ヤマト,株式,スタンダード,建設業,100,1964-10-15,
19680,太平電業,株式,プライム,建設業,100,1968-12-23,
19690,高砂熱学工業,株式,プライム,建設業,100,1969-11-14,
19720,三晃金属工業,株式,スタンダード,建設業,100,1962-09-03,
19750,朝日工業社,株式,プライム,建設業,100,1971-04-01,
19760,明星工業,株式,プライム,建設業,100,2013-07-16,
19790,大氣社,株式,プライム,建設業,100,1974-10-21,
19800,ダイダン,株式,プライム,建設業,100,1993-08-11,
19810,協和日成,株式,スタンダード,建設業,100,2013-07-16,
19820,日比谷総合設備,株式,プライム,建設業,100,1977-11-02,
19920,神田通信機,株式,スタンダード,建設業,100,2013-07-16,
19940,高橋カーテンウォール工業,株式,スタンダード,建設業,100,2013-07-16,
19970,暁飯島工業,株式,スタンダード,建設業,100,2013-07-16,
20010,ニップン,株式,プライム,食料品,100,1949-05-16,
20020,日清製粉グループ本社,株式,プライム,食料品,100,1949-05-16,
20030,日東富士製粉,株式,スタンダード,食料品,100,1949-05-16,
20040,昭和産業,株式,プライム,食料品,100,1949-05-16,
20090,鳥越製粉,株式,スタンダード,食料品,100,1962-09-03,
20110,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,ETF,その他,nan,10,2023-11-29,
20310,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,ETN,その他,nan,1,2013-02-18,
20320,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,ETN,その他,nan,1,2013-02-18,
20330,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ,ETN,その他,nan,1,2013-02-18,
20340,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,ETN,その他,nan,1,2013-02-18,
20360,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ,ETN,その他,nan,1,2013-04-19,
20370,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,ETN,その他,nan,1,2013-04-19,
20380,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,ETN,その他,nan,1,2013-04-19,
20390,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,ETN,その他,nan,1,2013-04-19,
20400,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・ブル・ドルヘッジ　ＥＴＮ,ETN,その他,nan,1,2013-10-28,
20410,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ドルヘッジ　ＥＴＮ,ETN,その他,nan,1,2013-10-28,
20420,ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,ETN,その他,nan,1,2013-10-28,
20430,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ,ETN,その他,nan,1,2014-03-12,
20440,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,ETN,その他,nan,1,2014-11-18,
20450,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ　シンガポール　リート（ネットリターン）　ＥＴＮ,ETN,その他,nan,1,2014-11-18,
20460,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,ETN,その他,nan,1,2014-11-18,
20470,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ,ETN,その他,nan,1,2014-11-18,
20480,ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ,ETN,その他,nan,1,2015-03-16,
20500,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2019-07-10,
20530,中部飼料,株式,プライム,食料品,100,1961-10-02,
20550,日和産業,株式,スタンダード,食料品,100,2013-07-16,
20600,フィード・ワン,株式,プライム,食料品,100,2014-10-01,
20650,ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ,ETN,その他,nan,1,2016-12-01,
20660,ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ,ETN,その他,nan,1,2016-12-01,
20670,ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７０（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2017-03-01,
20680,ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2017-03-01,
20690,ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2017-03-01,
20700,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2020-11-26,
20710,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2020-11-26,
20720,トップシェアインデックス（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2020-11-26,
20730,スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ,ETN,その他,nan,1,2022-03-22,
20800,ＰＢＲ１倍割れ解消推進ＥＴＦ,ETF,その他,nan,1,2023-09-07,
20810,政策保有解消推進ＥＴＦ,ETF,その他,nan,1,2023-09-07,
20820,投資家経営者一心同体ＥＴＦ,ETF,その他,nan,1,2023-09-07,
20830,ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信,ETF,その他,nan,1,2023-09-07,
20840,ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信,ETF,その他,nan,1,2023-09-07,
20850,ＭＡＸＩＳ高配当日本株アクティブ上場投信,ETF,その他,nan,10,2023-09-07,
20860,ＮＺＡＭ　上場投信　Ｓ＆Ｐ５００（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20870,ＮＺＡＭ　上場投信　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20880,ＮＺＡＭ　上場投信　ＮＹダウ３０（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20890,ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20900,ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20910,ＮＺＡＭ　上場投信　ドイツ国債７－１０年（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20920,ＮＺＡＭ　上場投信　フランス国債７－１０年（為替ヘッジあり）,ETF,その他,nan,1,2023-09-22,
20930,上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,ETF,その他,nan,1,2023-10-05,
20940,東証ＲＥＩＴインバースＥＴＦ,ETF,その他,nan,1,2023-10-06,
20950,グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,ETF,その他,nan,1,2023-10-26,
20960,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF,その他,nan,1,2023-10-26,
20970,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF,その他,nan,1,2023-10-26,
20980,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF,その他,nan,1,2023-10-26,
21080,日本甜菜製糖,株式,プライム,食料品,100,1949-05-16,
21090,ＤＭ三井製糖,株式,プライム,食料品,100,1953-12-04,
21120,塩水港精糖,株式,スタンダード,食料品,100,1961-10-02,
21140,フジ日本,株式,スタンダード,食料品,100,1961-10-02,
21170,ウェルネオシュガー,株式,プライム,食料品,100,2011-10-03,
21200,ＬＩＦＵＬＬ,株式,プライム,サービス業,100,2006-10-31,
21210,ＭＩＸＩ,株式,プライム,情報・通信業,100,2006-09-14,
21220,インタースペース,株式,スタンダード,サービス業,100,2006-09-19,
21240,ジェイエイシーリクルートメント,株式,プライム,サービス業,100,2013-07-16,
21270,日本Ｍ＆Ａセンターホールディングス,株式,プライム,サービス業,100,2006-10-10,
21300,メンバーズ,株式,プライム,サービス業,100,2016-04-21,
21340,北浜キャピタルパートナーズ,株式,スタンダード,サービス業,100,2013-07-16,
21360,ヒップ,株式,スタンダード,サービス業,100,2013-07-16,
21380,クルーズ,株式,スタンダード,情報・通信業,100,2013-07-16,
21390,中広,株式,スタンダード,サービス業,100,2014-12-22,
21460,ＵＴグループ,株式,プライム,サービス業,100,2013-07-16,
21480,アイティメディア,株式,プライム,サービス業,100,2007-04-19,
21500,ケアネット,株式,上場廃止,サービス業,100,2007-04-20,2025-12-23
21520,幼児活動研究会,株式,スタンダード,サービス業,100,2013-07-16,
21530,Ｅ・Ｊホールディングス,株式,プライム,サービス業,100,2007-06-01,
21540,オープンアップグループ,株式,プライム,サービス業,100,2013-07-16,
21560,セーラー広告,株式,スタンダード,サービス業,100,2013-07-16,
21570,コシダカホールディングス,株式,プライム,サービス業,100,2013-07-16,
21580,ＦＲＯＮＴＥＯ,株式,グロース,サービス業,100,2007-06-26,
21600,ジーエヌアイグループ,株式,グロース,医薬品,100,2007-08-31,
21620,ｎｍｓ　ホールディングス,株式,スタンダード,サービス業,100,2013-07-16,
21630,アルトナー,株式,プライム,サービス業,100,2013-07-16,
21640,地域新聞社,株式,スタンダード,サービス業,100,2013-07-16,
21680,パソナグループ,株式,プライム,サービス業,100,2007-12-03,
21690,ＣＤＳ,株式,スタンダード,サービス業,100,2012-09-12,
21700,リンクアンドモチベーション,株式,プライム,サービス業,100,2007-12-17,
21730,博展,株式,グロース,サービス業,100,2013-07-16,
21750,エス・エム・エス,株式,プライム,サービス業,100,2008-03-13,
21790,成学社,株式,スタンダード,サービス業,100,2013-07-16,
21800,サニーサイドアップグループ,株式,スタンダード,サービス業,100,2013-07-16,
21810,パーソルホールディングス,株式,プライム,サービス業,100,2008-10-01,
21830,リニカル,株式,スタンダード,サービス業,100,2008-10-27,
21850,シイエム・シイ,株式,スタンダード,サービス業,100,2013-07-16,
21860,ソーバル,株式,スタンダード,サービス業,100,2013-07-16,
21930,クックパッド,株式,スタンダード,サービス業,100,2009-07-17,
21950,アミタホールディングス,株式,グロース,サービス業,100,2013-07-16,
21960,エスクリ,株式,上場廃止,サービス業,100,2010-03-05,2026-03-30
21980,アイ・ケイ・ケイホールディングス,株式,プライム,サービス業,100,2012-01-20,
22010,森永製菓,株式,プライム,食料品,100,1949-05-16,
22040,中村屋,株式,スタンダード,食料品,100,1957-03-14,
22060,江崎グリコ,株式,プライム,食料品,100,1961-05-18,
22070,ｍｅｉｔｏ,株式,プライム,食料品,100,1961-10-02,
22080,ブルボン,株式,スタンダード,食料品,100,2000-03-01,
22090,井村屋グループ,株式,プライム,食料品,100,1997-11-11,
22110,不二家,株式,プライム,食料品,100,1962-06-11,
22120,山崎製パン,株式,プライム,食料品,100,1962-07-20,
22150,第一屋製パン,株式,スタンダード,食料品,100,1962-09-21,
22160,カンロ,株式,スタンダード,食料品,100,1962-09-28,
22170,モロゾフ,株式,プライム,食料品,100,1983-08-08,
22200,亀田製菓,株式,プライム,食料品,100,2000-03-01,
22210,岩塚製菓,株式,スタンダード,食料品,100,2013-07-16,
22220,寿スピリッツ,株式,プライム,食料品,100,2013-04-03,
22240,コモ,株式,スタンダード,食料品,100,2013-07-16,
22260,湖池屋,株式,スタンダード,食料品,100,2013-07-16,
22290,カルビー,株式,プライム,食料品,100,2011-03-11,
22350,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,ETF,その他,nan,1,2022-12-16,
22360,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,ETF,その他,nan,1,2023-01-13,
22370,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,ETF,その他,nan,1,2023-02-01,
22380,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,ETF,その他,nan,1,2023-02-01,
22390,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,ETF,その他,nan,1,2023-03-17,
22400,上場インデックスファンドＳ＆Ｐ５００先物インバース,ETF,その他,nan,1,2023-03-17,
22410,ＭＡＸＩＳ　ＮＹダウ上場投信,ETF,その他,nan,10,2023-03-10,
22420,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,ETF,その他,nan,10,2023-03-10,
22430,グローバルＸ　半導体　ＥＴＦ,ETF,その他,nan,1,2023-04-13,
22440,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,ETF,その他,nan,1,2023-04-13,
22450,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF,その他,nan,10,2023-04-26,
22460,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF,上場廃止,nan,10,2023-04-26,2026-06-29
22470,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,ETF,その他,nan,1,2023-05-12,
22480,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,ETF,その他,nan,1,2023-05-12,
22490,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,ETF,その他,nan,1,2023-05-12,
22500,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,ETF,その他,nan,10,2023-06-08,
22510,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,ETF,その他,nan,10,2023-06-23,
22520,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,ETF,その他,nan,1,2023-07-13,
22530,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,ETF,その他,nan,1,2023-07-13,
22540,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,ETF,その他,nan,1,2023-07-13,
22550,ｉシェアーズ　米国債２０年超　ＥＴＦ,ETF,その他,nan,10,2023-11-28,
22560,ｉシェアーズ　米国総合債券　ＥＴＦ,ETF,その他,nan,10,2023-11-28,
22570,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,ETF,その他,nan,10,2023-11-28,
22580,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,ETF,その他,nan,10,2023-11-28,
22590,ｉシェアーズ　フランス国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF,その他,nan,10,2023-11-28,
22640,森永乳業,株式,プライム,食料品,100,1954-09-01,
22660,六甲バター,株式,プライム,食料品,100,2013-07-16,
22670,ヤクルト本社,株式,プライム,食料品,100,1980-01-23,
22680,Ｂ－Ｒ　サーティワン　アイスクリーム,株式,スタンダード,食料品,100,2013-07-16,
22690,明治ホールディングス,株式,プライム,食料品,100,2009-04-01,
22700,雪印メグミルク,株式,プライム,食料品,100,2009-10-01,
22810,プリマハム,株式,プライム,食料品,100,1961-10-02,
22820,日本ハム,株式,プライム,食料品,100,1963-02-11,
22860,林兼産業,株式,スタンダード,食料品,100,1962-05-15,
22880,丸大食品,株式,プライム,食料品,100,1968-09-02,
22910,福留ハム,株式,スタンダード,食料品,100,2000-03-01,
22920,Ｓ　Ｆｏｏｄｓ,株式,プライム,食料品,100,1999-12-03,
22930,滝沢ハム,株式,スタンダード,食料品,100,2013-07-16,
22940,柿安本店,株式,プライム,食料品,100,2013-07-16,
