銘柄コード,銘柄名称,商品分類,市場区分,業種,売買単位,東証上場日,東証上場廃止日
28700,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ETF,その他,nan,1,2022-11-16,
28710,ニチレイ,株式,プライム,食料品,100,1949-05-16,
28720,セイヒョー,株式,スタンダード,食料品,100,2000-03-01,
28740,横浜冷凍,株式,プライム,卸売業,100,1962-12-27,
28750,東洋水産,株式,プライム,食料品,100,1970-09-28,
28760,デルソーレ,株式,スタンダード,食料品,100,2013-07-16,
28770,日東ベスト,株式,スタンダード,食料品,100,2013-07-16,
28820,イートアンドホールディングス,株式,プライム,食料品,100,2012-11-27,
28830,大冷,株式,スタンダード,食料品,100,2014-12-18,
28840,ヨシムラ・フード・ホールディングス,株式,プライム,食料品,100,2016-03-04,
28920,日本食品化工,株式,スタンダード,食料品,100,1961-10-02,
28940,石井食品,株式,スタンダード,食料品,100,1962-12-13,
28970,日清食品ホールディングス,株式,プライム,食料品,100,1963-10-21,
29010,ウェルディッシュ,株式,スタンダード,食料品,100,2013-07-16,
29030,シノブフーズ,株式,スタンダード,食料品,100,2013-07-16,
29040,一正蒲鉾,株式,スタンダード,食料品,100,2013-07-16,
29070,あじかん,株式,スタンダード,食料品,100,2000-03-01,
29080,フジッコ,株式,プライム,食料品,100,1996-12-27,
29100,ロック・フィールド,株式,プライム,食料品,100,2000-02-25,
29110,旭松食品,株式,スタンダード,食料品,100,2013-07-16,
29140,日本たばこ産業,株式,プライム,食料品,100,1994-10-27,
29150,ケンコーマヨネーズ,株式,プライム,食料品,100,2011-03-24,
29160,仙波糖化工業,株式,スタンダード,食料品,100,2013-07-16,
29170,大森屋,株式,スタンダード,食料品,100,2013-07-16,
29180,わらべや日洋ホールディングス,株式,プライム,食料品,100,1999-11-04,
29220,なとり,株式,プライム,食料品,100,2001-09-17,
29230,サトウ食品,株式,スタンダード,食料品,100,2001-04-11,
29240,イフジ産業,株式,スタンダード,食料品,100,2012-05-30,
29260,篠崎屋,株式,スタンダード,食料品,100,2003-11-28,
29270,ＡＦＣ－ＨＤアムスライフサイエンス,株式,スタンダード,食料品,100,2013-07-16,
29290,ファーマフーズ,株式,プライム,食料品,100,2006-06-12,
29300,北の達人コーポレーション,株式,プライム,化学,100,2014-11-21,
29310,ユーグレナ,株式,プライム,食料品,100,2012-12-20,
29320,ＳＴＩフードホールディングス,株式,スタンダード,食料品,100,2020-09-25,
29330,紀文食品,株式,プライム,食料品,100,2021-04-13,
29340,ジェイフロンティア,株式,グロース,食料品,100,2021-08-27,
29350,ピックルスホールディングス,株式,プライム,食料品,100,2022-09-01,
29360,ベースフード,株式,グロース,食料品,100,2022-11-15,
29370,サンクゼール,株式,グロース,食料品,100,2022-12-21,
29380,オカムラ食品工業,株式,スタンダード,食料品,100,2023-09-27,
29610,日本調理機,株式,スタンダード,金属製品,100,2021-11-09,
29620,テクニスコ,株式,スタンダード,金属製品,100,2023-07-26,
29700,ＧＬＣ　ＧＲＯＵＰ,株式,スタンダード,不動産業,100,2018-12-17,
29710,エスコンジャパンリート投資法人,REIT,その他,nan,1,2019-02-13,
29720,サンケイリアルエステート投資法人,REIT,その他,nan,1,2019-03-12,
29750,スター・マイカ・ホールディングス,株式,プライム,不動産業,100,2019-06-01,
29780,ツクルバ,株式,グロース,不動産業,100,2019-07-31,
29790,ＳＯＳｉＬＡ物流リート投資法人,REIT,その他,nan,1,2019-12-10,
29800,ＳＲＥホールディングス,株式,プライム,不動産業,100,2019-12-19,
29810,ランディックス,株式,グロース,不動産業,100,2019-12-19,
29820,ＡＤワークスグループ,株式,プライム,不動産業,100,2020-04-01,
29830,アールプランナー,株式,グロース,不動産業,100,2021-02-10,
29840,ヤマイチエステート,株式,スタンダード,不動産業,100,2022-06-20,
29850,ファーストステージ,株式,TOKYO PRO Market,不動産業,100,2020-05-27,
29860,ＬＡホールディングス,株式,グロース,不動産業,100,2020-07-01,
29890,東海道リート投資法人,REIT,その他,nan,1,2021-06-22,
29900,アイダ設計,株式,TOKYO PRO Market,不動産業,100,2021-06-28,
29910,ランドネット,株式,スタンダード,不動産業,100,2021-07-21,
29920,アーバンライク,株式,TOKYO PRO Market,不動産業,100,2021-07-28,
29930,長栄,株式,スタンダード,不動産業,100,2021-12-24,
29940,アンサーホールディングス,株式,TOKYO PRO Market,不動産業,100,2022-01-20,
29950,ジェイレックス・コーポレーション,株式,TOKYO PRO Market,不動産業,100,2022-01-26,
29970,ストレージ王,株式,グロース,不動産業,100,2022-04-27,
29980,クリアル,株式,グロース,不動産業,100,2022-04-28,
29990,ホームポジション,株式,スタンダード,不動産業,100,2022-06-23,
30010,片倉工業,株式,スタンダード,繊維製品,100,1949-05-16,
30020,グンゼ,株式,プライム,繊維製品,100,1949-05-16,
30030,ヒューリック,株式,プライム,不動産業,100,1949-05-16,
30040,神栄,株式,スタンダード,卸売業,100,1949-05-16,
30100,ポラリス・ホールディングス,株式,スタンダード,サービス業,100,1961-10-02,
30110,バナーズ,株式,スタンダード,小売業,100,1963-05-17,
30200,アプライド,株式,スタンダード,小売業,100,2013-07-16,
30210,パシフィックネット,株式,スタンダード,サービス業,100,2006-02-20,
30230,ラサ商事,株式,スタンダード,卸売業,100,2006-02-28,
30240,クリエイト,株式,スタンダード,卸売業,100,2013-07-16,
30280,アルペン,株式,プライム,小売業,100,2006-03-24,
30300,ハブ,株式,スタンダード,小売業,100,2013-07-16,
30310,ラクーンホールディングス,株式,プライム,情報・通信業,100,2006-04-06,
30340,クオールホールディングス,株式,プライム,小売業,100,2011-12-20,
30350,ケイティケイ,株式,スタンダード,卸売業,100,2013-07-16,
30360,アルコニックス,株式,プライム,卸売業,100,2008-03-14,
30380,神戸物産,株式,プライム,卸売業,100,2013-07-16,
30400,ソリトンシステムズ,株式,プライム,情報・通信業,100,2013-07-16,
30410,ビューティカダンホールディングス,株式,スタンダード,卸売業,100,2006-06-19,
30420,セキュアヴェイル,株式,スタンダード,情報・通信業,100,2013-07-16,
30450,カワサキ,株式,スタンダード,卸売業,100,2013-07-16,
30460,ジンズホールディングス,株式,プライム,小売業,100,2013-05-30,
30480,ビックカメラ,株式,プライム,小売業,100,2008-06-10,
30500,ＤＣＭホールディングス,株式,プライム,小売業,100,2006-09-01,
30530,ペッパーフードサービス,株式,スタンダード,小売業,100,2006-09-21,
30540,ハイパー,株式,スタンダード,卸売業,100,2013-07-16,
30580,三洋堂ホールディングス,株式,スタンダード,小売業,100,2013-07-16,
30590,ヒラキ,株式,スタンダード,小売業,100,2006-11-14,
30630,ジェイグループホールディングス,株式,グロース,小売業,100,2006-11-30,
30640,ＭｏｎｏｔａＲＯ,株式,プライム,小売業,100,2006-12-06,
30650,ライフフーズ,株式,スタンダード,小売業,100,2013-07-16,
30670,東京一番フーズ,株式,スタンダード,小売業,100,2006-12-21,
30680,ＷＤＩ,株式,スタンダード,小売業,100,2013-07-16,
30690,ＪＦＬＡホールディングス,株式,スタンダード,食料品,100,2013-07-16,
30700,ジェリービーンズグループ,株式,グロース,卸売業,100,2013-07-16,
30710,ストリーム,株式,スタンダード,小売業,100,2007-02-20,
30730,ＤＤグループ,株式,上場廃止,小売業,100,2013-07-16,2025-11-21
30750,銚子丸,株式,スタンダード,小売業,100,2013-07-16,
30760,あい　ホールディングス,株式,プライム,卸売業,100,2007-04-02,
30770,ホリイフードサービス,株式,スタンダード,小売業,100,2013-07-16,
30790,ディーブイエックス,株式,スタンダード,卸売業,100,2013-07-16,
30800,ジェーソン,株式,スタンダード,小売業,100,2013-07-16,
30820,きちりホールディングス,株式,スタンダード,小売業,100,2013-03-22,
30830,スターシーズ,株式,スタンダード,小売業,100,2013-07-16,
30860,Ｊ．フロント　リテイリング,株式,プライム,小売業,100,2007-09-03,
30870,ドトール・日レスホールディングス,株式,プライム,小売業,100,2007-10-01,
30880,マツキヨココカラ＆カンパニー,株式,プライム,小売業,100,2007-10-01,
30890,テクノアルファ,株式,スタンダード,卸売業,100,2013-07-16,
30910,ブロンコビリー,株式,プライム,小売業,100,2011-08-26,
30920,ＺＯＺＯ,株式,プライム,小売業,100,2007-12-11,
30930,トレジャー・ファクトリー,株式,プライム,小売業,100,2007-12-26,
30940,スーパーバリュー,株式,上場廃止,小売業,100,2013-07-16,2026-01-05
30960,オーシャンシステム,株式,スタンダード,小売業,100,2013-07-16,
30970,物語コーポレーション,株式,プライム,小売業,100,2010-06-25,
30990,三越伊勢丹ホールディングス,株式,プライム,小売業,100,2008-04-01,
31010,東洋紡,株式,プライム,化学,100,1949-05-16,
31030,ユニチカ,株式,スタンダード,繊維製品,100,1949-05-16,
31040,富士紡ホールディングス,株式,プライム,繊維製品,100,1949-05-16,
31050,日清紡ホールディングス,株式,プライム,電気機器,100,1949-05-16,
31060,倉敷紡績,株式,プライム,繊維製品,100,1949-05-16,
31070,ダイワボウホールディングス,株式,プライム,卸売業,100,1949-05-16,
31090,シキボウ,株式,プライム,繊維製品,100,1949-05-16,
31100,日東紡績,株式,プライム,ガラス・土石製品,100,1949-05-16,
31110,オーミケンシ,株式,スタンダード,繊維製品,100,1949-05-16,
31130,ＵＮＩＶＡ・Ｏａｋホールディングス,株式,スタンダード,証券、商品先物取引業,100,1949-05-16,
31160,トヨタ紡織,株式,プライム,輸送用機器,100,2000-03-16,
31210,マーチャント・バンカーズ,株式,スタンダード,サービス業,100,2013-07-16,
31230,サイボー,株式,スタンダード,繊維製品,100,1961-10-02,
31310,シンデン・ハイテックス,株式,スタンダード,卸売業,100,2015-03-25,
31320,マクニカホールディングス,株式,プライム,卸売業,100,2015-04-01,
31330,海帆,株式,グロース,小売業,100,2015-04-17,
31340,Ｈａｍｅｅ,株式,スタンダード,小売業,100,2015-04-20,
31350,マーケットエンタープライズ,株式,スタンダード,小売業,100,2015-06-17,
31370,ファンデリー,株式,スタンダード,小売業,100,2015-06-25,
31380,富士山マガジンサービス,株式,スタンダード,小売業,100,2015-07-07,
31390,ラクト・ジャパン,株式,プライム,卸売業,100,2015-08-28,
31400,ＢＲＵＮＯ,株式,グロース,卸売業,100,2013-07-16,
31410,ウエルシアホールディングス,株式,上場廃止,小売業,100,2008-09-01,2025-11-27
31430,オーウイル,株式,スタンダード,卸売業,100,2013-07-16,
31480,クリエイトＳＤホールディングス,株式,プライム,小売業,100,2009-03-01,
31500,グリムス,株式,プライム,電気・ガス業,100,2013-07-16,
31510,バイタルケーエスケー・ホールディングス,株式,プライム,卸売業,100,2009-04-01,
31530,八洲電機,株式,プライム,卸売業,100,2009-06-25,
31540,メディアスホールディングス,株式,プライム,卸売業,100,2013-07-16,
31560,レスター,株式,プライム,卸売業,100,2009-10-01,
31570,ジオリーブグループ,株式,スタンダード,卸売業,100,2013-07-16,
31590,丸善ＣＨＩホールディングス,株式,スタンダード,小売業,100,2010-02-01,
31600,大光,株式,スタンダード,卸売業,100,2013-07-16,
31610,アゼアス,株式,スタンダード,卸売業,100,2012-06-28,
31660,ＯＣＨＩホールディングス,株式,スタンダード,卸売業,100,2013-11-25,
31670,ＴＯＫＡＩホールディングス,株式,プライム,卸売業,100,2011-04-01,
31680,ＭＥＲＦ,株式,スタンダード,卸売業,100,2011-06-09,
31690,ミサワ,株式,スタンダード,小売業,100,2011-12-22,
31720,ティーライフ,株式,スタンダード,小売業,100,2013-07-16,
31730,Ｃｏｍｉｎｉｘ,株式,スタンダード,卸売業,100,2013-07-16,
31740,ハピネス・アンド・ディ,株式,スタンダード,小売業,100,2013-07-16,
31750,エー・ピーホールディングス,株式,スタンダード,小売業,100,2012-09-25,
31760,三洋貿易,株式,プライム,卸売業,100,2012-10-23,
31770,ありがとうサービス,株式,スタンダード,小売業,100,2013-07-16,
31780,チムニー,株式,スタンダード,小売業,100,2012-12-14,
31790,シュッピン,株式,プライム,小売業,100,2012-12-20,
31800,ビューティガレージ,株式,プライム,卸売業,100,2013-02-14,
31810,買取王国,株式,スタンダード,小売業,100,2013-07-16,
31820,オイシックス,株式,プライム,小売業,100,2013-03-13,
31830,ウイン・パートナーズ,株式,プライム,卸売業,100,2013-07-16,
31840,ＩＣＤＡホールディングス,株式,スタンダード,小売業,100,2013-07-16,
31850,夢展望,株式,グロース,小売業,100,2013-07-10,
31860,ネクステージ,株式,プライム,小売業,100,2013-07-30,
31870,ミラタップ,株式,グロース,小売業,100,2013-09-13,
31890,ＡＮＡＰホールディングス,株式,スタンダード,小売業,100,2013-11-19,
31900,ホットマン,株式,スタンダード,小売業,100,2014-03-20,
31910,ジョイフル本田,株式,プライム,小売業,100,2014-04-18,
31920,白鳩,株式,スタンダード,小売業,100,2014-04-23,
31930,エターナルホスピタリティグループ,株式,プライム,小売業,100,2014-07-10,
31950,ジェネレーションパス,株式,スタンダード,小売業,100,2014-09-24,
31960,ホットランドホールディングス,株式,プライム,小売業,100,2014-09-30,
31970,すかいらーくホールディングス,株式,プライム,小売業,100,2014-10-09,
31980,ＳＦＰホールディングス,株式,上場廃止,小売業,100,2014-12-16,2026-06-29
31990,綿半ホールディングス,株式,プライム,小売業,100,2014-12-24,
32010,日本毛織,株式,プライム,繊維製品,100,1949-05-16,
32020,ダイトウボウ,株式,スタンダード,繊維製品,100,1949-05-16,
32040,トーア紡コーポレーション,株式,スタンダード,繊維製品,100,2003-06-12,
32050,ダイドーリミテッド,株式,スタンダード,繊維製品,100,1950-05-04,
32210,ヨシックスホールディングス,株式,プライム,小売業,100,2014-12-24,
32220,ユナイテッド・スーパーマーケット・ホールディングス,株式,スタンダード,小売業,100,2015-03-02,
32230,エスエルディー,株式,スタンダード,小売業,100,2015-03-19,
32240,ゼネラル・オイスター,株式,グロース,小売業,100,2015-03-19,
32260,三井不動産アコモデーションファンド投資法人,REIT,その他,nan,1,2006-08-04,
32310,野村不動産ホールディングス,株式,プライム,不動産業,100,2006-10-03,
32320,三重交通グループホールディングス,株式,プライム,不動産業,100,2015-03-19,
32340,森ヒルズリート投資法人,REIT,その他,nan,1,2006-11-30,
32360,プロパスト,株式,スタンダード,不動産業,100,2013-07-16,
32370,イントランス,株式,グロース,不動産業,100,2006-12-15,
32380,セントラル総合開発,株式,スタンダード,不動産業,100,2006-12-22,
32410,ウィル,株式,スタンダード,不動産業,100,2013-07-16,
32420,アーバネットコーポレーション,株式,スタンダード,不動産業,100,2013-07-16,
32450,ディア・ライフ,株式,プライム,不動産業,100,2007-08-02,
32460,コーセーアールイー,株式,スタンダード,不動産業,100,2013-07-16,
32480,アールエイジ,株式,スタンダード,不動産業,100,2007-10-15,
32490,産業ファンド投資法人,REIT,その他,nan,1,2007-10-18,
32520,地主,株式,プライム,不動産業,100,2014-12-26,
32610,グランディーズ,株式,グロース,不動産業,100,2014-12-22,
32660,ファンドクリエーショングループ,株式,スタンダード,不動産業,100,2013-07-16,
32670,フィル・カンパニー,株式,スタンダード,建設業,100,2016-11-18,
32690,アドバンス・レジデンス投資法人,REIT,その他,nan,1,2010-03-02,
32710,ＴＨＥグローバル社,株式,上場廃止,不動産業,100,2012-09-06,2026-07-28
32760,ＪＰＭＣ,株式,プライム,不動産業,100,2012-12-07,
32770,サンセイランディック,株式,スタンダード,不動産業,100,2013-07-16,
32790,アクティビア・プロパティーズ投資法人,REIT,その他,nan,1,2012-06-13,
32800,エストラスト,株式,スタンダード,不動産業,100,2012-11-21,
32810,ＧＬＰ投資法人,REIT,その他,nan,1,2012-12-21,
32820,コンフォリア・レジデンシャル投資法人,REIT,その他,nan,1,2013-02-06,
32830,日本プロロジスリート投資法人,REIT,その他,nan,1,2013-02-14,
32840,フージャースホールディングス,株式,プライム,不動産業,100,2013-04-01,
32860,トラストホールディングス,株式,スタンダード,不動産業,100,2013-07-01,
32870,星野リゾート・リート投資法人,REIT,その他,nan,1,2013-07-12,
32880,オープンハウスグループ,株式,プライム,不動産業,100,2013-09-20,
32890,東急不動産ホールディングス,株式,プライム,不動産業,100,2013-10-01,
32900,Ｏｎｅリート投資法人,REIT,その他,nan,1,2013-10-09,
32910,飯田グループホールディングス,株式,プライム,不動産業,100,2013-11-01,
32920,イオンリート投資法人,REIT,その他,nan,1,2013-11-22,
32930,アズマハウス,株式,スタンダード,不動産業,100,2013-12-17,
32940,イーグランド,株式,上場廃止,不動産業,100,2013-12-18,2026-06-15
32950,ヒューリックリート投資法人,REIT,その他,nan,1,2014-02-07,
32960,日本リート投資法人,REIT,その他,nan,1,2014-04-24,
32970,東武住販,株式,スタンダード,不動産業,100,2014-05-22,
32990,ムゲンエステート,株式,スタンダード,不動産業,100,2014-06-18,
33000,アンビション　ＤＸ　ホールディングス,株式,グロース,不動産業,100,2014-09-19,
33020,帝国繊維,株式,プライム,繊維製品,100,1950-09-20,
33060,日本製麻,株式,スタンダード,卸売業,100,1949-05-16,
33090,積水ハウス・リート投資法人,REIT,その他,nan,1,2014-12-03,
33150,日本コークス工業,株式,プライム,石油・石炭製品,100,2004-03-10,
33170,フライングガーデン,株式,スタンダード,小売業,100,2013-07-16,
33190,ゴルフダイジェスト・オンライン,株式,上場廃止,小売業,100,2004-04-01,2025-09-29
33200,クロスプラス,株式,スタンダード,卸売業,100,2004-04-14,
33210,ミタチ産業,株式,スタンダード,卸売業,100,2004-04-21,
33230,レカム,株式,スタンダード,卸売業,100,2013-07-16,
33260,ランシステム,株式,スタンダード,サービス業,100,2013-07-16,
33280,ＢＥＥＮＯＳ,株式,上場廃止,小売業,100,2004-07-08,2025-08-28
33290,東和フードサービス,株式,スタンダード,小売業,100,2013-07-16,
33330,あさひ,株式,プライム,小売業,100,2005-12-14,
33410,日本調剤,株式,上場廃止,小売業,100,2004-09-17,2025-12-19
33490,コスモス薬品,株式,プライム,小売業,100,2004-11-11,
33500,メタプラネット,株式,スタンダード,卸売業,100,2013-07-16,
33520,バッファロー,株式,スタンダード,小売業,100,2013-07-16,
33530,メディカル一光グループ,株式,スタンダード,小売業,100,2013-07-16,
33550,クリヤマホールディングス,株式,スタンダード,卸売業,100,2004-12-09,
33580,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,株式,スタンダード,小売業,100,2013-07-16,
33590,ｃｏｔｔａ,株式,グロース,卸売業,100,2013-09-17,
33600,シップヘルスケアホールディングス,株式,プライム,卸売業,100,2005-02-22,
33610,トーエル,株式,スタンダード,小売業,100,2012-12-26,
33700,フジタコーポレーション,株式,スタンダード,小売業,100,2013-07-16,
33710,ソフトクリエイトホールディングス,株式,プライム,情報・通信業,100,2008-12-19,
33720,関門海,株式,スタンダード,小売業,100,2005-06-02,
33740,内外テック,株式,スタンダード,卸売業,100,2013-07-16,
33750,ＺＯＡ,株式,スタンダード,小売業,100,2013-07-16,
33770,バイク王＆カンパニー,株式,スタンダード,卸売業,100,2006-08-21,
33820,セブン＆アイ・ホールディングス,株式,プライム,小売業,100,2005-09-01,
33860,コスモ・バイオ,株式,スタンダード,卸売業,100,2013-07-16,
33870,クリエイト・レストランツ・ホールディングス,株式,プライム,小売業,100,2005-09-28,
33880,明治電機工業,株式,プライム,卸売業,100,2013-07-16,
33910,ツルハホールディングス,株式,プライム,小売業,100,2005-11-16,
33920,デリカフーズホールディングス,株式,スタンダード,卸売業,100,2005-12-06,
33930,スターティアホールディングス,株式,プライム,卸売業,100,2005-12-20,
33950,サンマルクホールディングス,株式,プライム,小売業,100,2006-01-01,
33960,フェリシモ,株式,スタンダード,小売業,100,2006-02-08,
33970,トリドールホールディングス,株式,プライム,小売業,100,2006-02-15,
33990,丸千代山岡家,株式,スタンダード,小売業,100,2013-07-16,
34010,帝人,株式,プライム,繊維製品,100,1949-05-16,
34020,東レ,株式,プライム,繊維製品,100,1949-05-16,
34050,クラレ,株式,プライム,化学,100,1949-05-16,
34070,旭化成,株式,プライム,化学,100,1949-05-16,
34090,北紡,株式,スタンダード,繊維製品,100,2013-07-16,
34150,ＴＯＫＹＯ　ＢＡＳＥ,株式,プライム,小売業,100,2015-09-02,
34160,ピクスタ,株式,スタンダード,小売業,100,2015-09-14,
34170,大木ヘルスケアホールディングス,株式,スタンダード,卸売業,100,2015-10-01,
34180,バルニバービ,株式,グロース,小売業,100,2015-10-28,
34200,ケー・エフ・シー,株式,スタンダード,金属製品,100,2013-07-16,
34210,稲葉製作所,株式,スタンダード,金属製品,100,2000-06-14,
34220,Ｊ－ＭＡＸ,株式,スタンダード,金属製品,100,2021-03-12,
34230,エスイー,株式,スタンダード,金属製品,100,2013-07-16,
34260,アトムリビンテック,株式,スタンダード,金属製品,100,2013-07-16,
34310,宮地エンジニアリンググループ,株式,プライム,金属製品,100,2003-09-29,
34330,トーカロ,株式,プライム,金属製品,100,2003-12-19,
34340,アルファＣｏ,株式,スタンダード,金属製品,100,2004-04-05,
34350,サンコーテクノ,株式,スタンダード,金属製品,100,2013-07-16,
34360,ＳＵＭＣＯ,株式,プライム,金属製品,100,2005-11-17,
34370,特殊電極,株式,スタンダード,金属製品,100,2013-07-16,
34390,三ツ知,株式,スタンダード,金属製品,100,2013-07-16,
34400,日創グループ,株式,スタンダード,金属製品,100,2019-07-16,
34410,山王,株式,スタンダード,金属製品,100,2013-07-16,
34430,川田テクノロジーズ,株式,プライム,金属製品,100,2009-02-27,
34440,菊池製作所,株式,スタンダード,金属製品,100,2013-07-16,
34450,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,株式,プライム,金属製品,100,2015-03-24,
34460,ジェイテックコーポレーション,株式,スタンダード,金属製品,100,2018-02-28,
34470,信和,株式,スタンダード,金属製品,100,2018-03-20,
34480,清鋼材,株式,TOKYO PRO Market,金属製品,100,2019-09-26,
34490,テクノフレックス,株式,スタンダード,金属製品,100,2019-12-10,
34500,サトウ産業,株式,上場廃止,金属製品,100,2021-10-14,2026-08-17
34510,トーセイ・リート投資法人,REIT,その他,nan,1,2014-11-27,
34520,ビーロット,株式,スタンダード,不動産業,100,2014-12-11,
34540,ファーストブラザーズ,株式,スタンダード,不動産業,100,2015-02-18,
34550,ヘルスケア＆メディカル投資法人,REIT,その他,nan,1,2015-03-19,
34570,Ａｎｄ　Ｄｏホールディングス,株式,プライム,不動産業,100,2015-03-25,
34590,サムティ・レジデンシャル投資法人,REIT,その他,nan,1,2015-06-30,
34610,パルマ,株式,スタンダード,不動産業,100,2015-08-11,
34620,野村不動産マスターファンド投資法人,REIT,その他,nan,1,2015-10-02,
34630,いちごホテルリート投資法人,REIT,その他,nan,1,2015-11-30,
34650,ケイアイスター不動産,株式,プライム,不動産業,100,2015-12-24,
34660,ラサールロジポート投資法人,REIT,その他,nan,1,2016-02-17,
34670,アグレ都市デザイン,株式,スタンダード,不動産業,100,2016-03-18,
34680,スターアジア不動産投資法人,REIT,その他,nan,1,2016-04-20,
34690,デュアルタップ,株式,スタンダード,不動産業,100,2016-07-21,
34700,マリモ地方創生リート投資法人,REIT,その他,nan,1,2016-07-29,
34710,三井不動産ロジスティクスパーク投資法人,REIT,その他,nan,1,2016-08-02,
34720,日本ホテル＆レジデンシャル投資法人,REIT,その他,nan,1,2016-08-31,
34740,Ｇ－ＦＡＣＴＯＲＹ,株式,グロース,不動産業,100,2016-09-30,
34750,グッドコムアセット,株式,プライム,不動産業,100,2016-12-08,
34760,投資法人みらい,REIT,その他,nan,1,2016-12-16,
34770,フォーライフ,株式,グロース,不動産業,100,2016-12-22,
34790,ＴＫＰ,株式,グロース,不動産業,100,2017-03-27,
34800,ジェイ・エス・ビー,株式,プライム,不動産業,100,2017-07-20,
34810,三菱地所物流リート投資法人,REIT,その他,nan,1,2017-09-14,
34820,ロードスターキャピタル,株式,プライム,不動産業,100,2017-09-28,
34830,翔栄,株式,TOKYO PRO Market,不動産業,100,2017-10-24,
34840,イノベーションホールディングス,株式,スタンダード,不動産業,100,2017-10-25,
34860,グローバル・リンク・マネジメント,株式,プライム,不動産業,100,2017-12-13,
34870,ＣＲＥロジスティクスファンド投資法人,REIT,その他,nan,1,2018-02-07,
34880,セントラル・リート投資法人,REIT,その他,nan,1,2018-02-15,
34890,フェイスネットワーク,株式,スタンダード,不動産業,100,2018-03-16,
34900,アズ企画設計,株式,スタンダード,不動産業,100,2018-03-29,
34910,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,株式,グロース,不動産業,100,2018-07-25,
34920,ＭＩＲＡＲＴＨ不動産投資法人,REIT,その他,nan,1,2018-07-27,
34940,マリオン,株式,スタンダード,不動産業,100,2018-09-13,
34950,香陵住販,株式,スタンダード,不動産業,100,2018-09-13,
34960,アズーム,株式,プライム,不動産業,100,2018-09-20,
34970,ＬｅＴｅｃｈ,株式,上場廃止,不動産業,100,2018-10-23,2025-09-19
34980,霞ヶ関キャピタル,株式,プライム,不動産業,100,2018-11-28,
35010,ＳＵＭＩＮＯＥ,株式,プライム,繊維製品,100,1990-04-04,
35120,日本フエルト,株式,スタンダード,繊維製品,100,1951-02-15,
35130,イチカワ,株式,スタンダード,繊維製品,100,1951-05-07,
35210,テルマー湯ホールディングス,株式,スタンダード,サービス業,100,1949-08-03,
35240,日東製網,株式,スタンダード,繊維製品,100,1963-06-03,
35260,芦森工業,株式,上場廃止,輸送用機器,100,1961-12-05,2026-02-26
35290,アツギ,株式,スタンダード,繊維製品,100,1961-10-02,
35360,アクサスホールディングス,株式,スタンダード,小売業,100,2016-03-01,
35370,昭栄薬品,株式,スタンダード,卸売業,100,2016-03-16,
35380,ウイルプラスホールディングス,株式,スタンダード,小売業,100,2016-03-24,
35390,ＪＭホールディングス,株式,プライム,小売業,100,2016-04-21,
35400,歯愛メディカル,株式,上場廃止,卸売業,100,2017-12-18,2025-12-15
35410,農業総合研究所,株式,上場廃止,卸売業,100,2016-06-16,2026-04-27
35420,ベガコーポレーション,株式,グロース,小売業,100,2016-06-28,
35430,コメダホールディングス,株式,プライム,卸売業,100,2016-06-29,
35440,サツドラホールディングス,株式,スタンダード,小売業,100,2016-08-16,
35460,アレンザホールディングス,株式,上場廃止,小売業,100,2016-09-01,2026-06-26
35470,ユニシアホールディングス,株式,スタンダード,小売業,100,2016-09-14,
35480,バロックジャパンリミテッド,株式,プライム,小売業,100,2016-11-01,
35490,クスリのアオキホールディングス,株式,スタンダード,小売業,100,2016-11-21,
35500,スタジオアタオ,株式,グロース,小売業,100,2016-11-29,
35510,ダイニック,株式,スタンダード,繊維製品,100,1961-10-02,
35530,共和レザー,株式,スタンダード,化学,100,1961-09-01,
35560,リネットジャパングループ,株式,グロース,小売業,100,2016-12-20,
35570,ユナイテッド＆コレクティブ,株式,グロース,小売業,100,2017-02-23,
35580,ジェイドグループ,株式,グロース,小売業,100,2017-03-07,
35590,ピーバンドットコム,株式,スタンダード,卸売業,100,2017-03-09,
35600,ほぼ日,株式,スタンダード,小売業,100,2017-03-16,
35610,力の源ホールディングス,株式,プライム,小売業,100,2017-03-21,
35620,Ｎｏ．１,株式,スタンダード,卸売業,100,2017-03-28,
35630,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,株式,プライム,小売業,100,2017-03-30,
35650,アセンテック,株式,スタンダード,卸売業,100,2017-04-25,
35660,ユニフォームネクスト,株式,グロース,小売業,100,2017-07-19,
35690,セーレン,株式,プライム,繊維製品,100,1969-12-01,
35710,ソトー,株式,スタンダード,繊維製品,100,1961-10-02,
35770,東海染工,株式,スタンダード,繊維製品,100,1971-02-01,
35800,小松マテーレ,株式,プライム,繊維製品,100,1978-12-01,
35830,オーベクス,株式,スタンダード,繊維製品,100,1949-05-16,
35910,ワコールホールディングス,株式,プライム,繊維製品,100,1964-09-07,
35930,ホギメディカル,株式,上場廃止,繊維製品,100,1991-12-04,2026-05-15
35970,自重堂,株式,スタンダード,繊維製品,100,2000-03-01,
35980,山喜,株式,スタンダード,繊維製品,100,2013-07-16,
